               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.046811,            0.028887,           0.0036254,             0.69721,             0.32906,             0.42457,             0.18159,             0.05769,            0.061018,           0.0095513,            0.005644,            0.005644,            0.005644
                  46,             0.04616,            0.031331,           0.0034096,             0.72732,             0.34775,             0.42227,             0.18858,            0.057978,            0.060844,            0.009771,            0.005545,            0.005545,            0.005545
                  47,            0.045269,            0.029162,            0.003233,             0.60168,             0.37975,             0.40204,             0.17824,             0.05762,            0.062593,           0.0095067,            0.005446,            0.005446,            0.005446
                  48,            0.044437,              0.0298,           0.0031728,             0.60232,             0.38211,             0.41799,             0.17761,            0.058821,            0.058645,           0.0089757,            0.005347,            0.005347,            0.005347
                  49,            0.046105,            0.030491,           0.0034046,              0.5738,             0.37417,             0.41179,             0.16385,            0.059192,            0.060639,            0.010502,            0.005248,            0.005248,            0.005248
                  50,            0.044838,            0.029322,           0.0033859,             0.67737,             0.34365,             0.39453,              0.1559,            0.058266,            0.059709,            0.010328,            0.005149,            0.005149,            0.005149
                  51,            0.045123,            0.028612,           0.0036549,             0.74412,             0.31018,             0.40215,             0.16136,            0.057592,            0.062786,            0.010107,             0.00505,             0.00505,             0.00505
                  52,            0.044315,             0.02965,           0.0034742,             0.53914,             0.36311,              0.3808,             0.16212,            0.057267,            0.062087,           0.0098891,            0.004951,            0.004951,            0.004951
                  53,            0.043875,            0.028219,           0.0028856,             0.70057,             0.34968,             0.41116,             0.18027,            0.057389,            0.064765,           0.0095773,            0.004852,            0.004852,            0.004852
                  54,            0.044227,            0.028048,           0.0031637,              0.6334,             0.39728,             0.41861,              0.1707,            0.057335,             0.06518,           0.0095565,            0.004753,            0.004753,            0.004753
                  55,            0.042924,            0.028459,           0.0028533,             0.60051,             0.38671,             0.42111,             0.17343,            0.059066,            0.066232,           0.0093222,            0.004654,            0.004654,            0.004654
                  56,             0.04386,            0.028779,           0.0029456,             0.43307,             0.39515,              0.3734,             0.16131,            0.057793,            0.061427,           0.0099789,            0.004555,            0.004555,            0.004555
                  57,            0.043162,            0.027506,           0.0033438,             0.70485,             0.31498,             0.39562,             0.17266,             0.05756,            0.062078,            0.010262,            0.004456,            0.004456,            0.004456
                  58,             0.04312,            0.027515,           0.0029099,             0.74339,             0.37458,             0.44016,             0.18635,            0.057775,             0.06396,           0.0095643,            0.004357,            0.004357,            0.004357
                  59,            0.041144,            0.028813,           0.0028807,             0.63115,             0.40381,             0.42191,             0.17827,            0.057232,            0.063151,           0.0098466,            0.004258,            0.004258,            0.004258
                  60,            0.041571,            0.025964,           0.0028287,               0.644,             0.33683,              0.3953,             0.17191,            0.058891,            0.061582,            0.010515,            0.004159,            0.004159,            0.004159
                  61,            0.042715,            0.027065,           0.0025722,              0.6064,             0.34885,             0.39568,             0.17611,            0.058849,            0.064847,            0.009807,             0.00406,             0.00406,             0.00406
                  62,            0.041781,            0.026555,           0.0026154,             0.56486,             0.38478,             0.41813,             0.17415,            0.058464,            0.063658,            0.009524,            0.003961,            0.003961,            0.003961
                  63,            0.042297,            0.026489,           0.0026314,             0.57282,             0.35038,             0.40134,             0.17257,            0.058422,            0.065334,            0.009788,            0.003862,            0.003862,            0.003862
                  64,            0.041499,            0.028607,           0.0025326,              0.5917,             0.35053,             0.39944,             0.17709,            0.057357,            0.065908,           0.0091297,            0.003763,            0.003763,            0.003763
                  65,            0.041571,            0.026072,           0.0026111,             0.54453,             0.41869,             0.40848,             0.16899,            0.056824,            0.067229,           0.0092107,            0.003664,            0.003664,            0.003664
                  66,            0.040006,            0.024499,           0.0023371,             0.63741,             0.38353,              0.4312,             0.17251,            0.057039,             0.06657,           0.0095143,            0.003565,            0.003565,            0.003565
                  67,            0.041339,             0.02727,           0.0029381,             0.71172,             0.32164,             0.39953,             0.17876,            0.057569,            0.066179,           0.0095856,            0.003466,            0.003466,            0.003466
                  68,            0.040812,            0.026246,           0.0026764,             0.66526,             0.36236,             0.41578,             0.17601,            0.058062,            0.066556,            0.010327,            0.003367,            0.003367,            0.003367
                  69,            0.040536,            0.025633,           0.0027483,                0.67,             0.36989,             0.41641,             0.17527,            0.057542,             0.06648,            0.010807,            0.003268,            0.003268,            0.003268
                  70,            0.039879,            0.026257,            0.002452,             0.66582,             0.34391,             0.39767,             0.17125,            0.057415,              0.0661,            0.011446,            0.003169,            0.003169,            0.003169
                  71,            0.039541,            0.024787,           0.0022074,              0.7334,             0.31897,             0.38893,             0.16916,            0.057209,            0.066901,            0.011017,             0.00307,             0.00307,             0.00307
                  72,            0.038767,            0.025763,            0.002338,             0.75073,             0.33517,             0.40683,             0.17462,            0.057682,            0.067719,            0.010119,            0.002971,            0.002971,            0.002971
                  73,            0.039045,            0.024993,           0.0023045,             0.75349,             0.34634,             0.40042,             0.16875,            0.058605,             0.06658,           0.0099565,            0.002872,            0.002872,            0.002872
                  74,            0.039881,            0.025169,           0.0024966,             0.64099,               0.355,             0.39229,             0.17617,            0.057739,            0.067341,            0.010372,            0.002773,            0.002773,            0.002773
                  75,             0.03974,            0.025509,           0.0024485,             0.58423,             0.38715,             0.39489,             0.17036,            0.057799,            0.065628,            0.010621,            0.002674,            0.002674,            0.002674
